raw_row_number,disposition,review_reason,proposed_series,proposed_title,proposed_item_type,proposed_year,proposed_month,proposed_format,proposed_format_detail,proposed_owned,proposed_source_url_veritas,raw_uuid,raw_tempid,raw_title,raw_we_have,raw_original_source,raw_unnamed_5,raw_format,raw_product_link,raw_unnamed_8,raw_unnamed_9,raw_unnamed_10,raw_unnamed_11,raw_other_links
150,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,What is Truth? The Absolute (Jul 2007) DVD01,lecture,2007,07,DVD,Part 1,True,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,,LS200704_1,What is Truth? The Absolute (Jul 2007) DVD01,✅,veritas,,,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,,,,,
151,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,What is Truth? The Absolute (Jul 2007) DVD02,lecture,2007,07,DVD,Part 2,True,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,,LS200704_2,What is Truth? The Absolute (Jul 2007) DVD02,✅,veritas,,,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,,,,,
152,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,What is Truth? The Absolute (Jul 2007) DVD03,lecture,2007,07,DVD,Part 3,True,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,,LS200704_3,What is Truth? The Absolute (Jul 2007) DVD03,✅,veritas,,,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,,,,,
153,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,The Human Dilemma (Aug 2007) DVD01,lecture,2007,08,DVD,Part 1,True,https://veritaspub.com/product/2007-08-the-human-dilemma-aug-2007/,,LS200705_1,The Human Dilemma (Aug 2007) DVD01,✅,veritas,,,https://veritaspub.com/product/2007-08-the-human-dilemma-aug-2007/,,,,,
154,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,The Human Dilemma (Aug 2007) DVD02,lecture,2007,08,DVD,Part 2,True,https://veritaspub.com/product/2007-08-the-human-dilemma-aug-2007/,,LS200705_2,The Human Dilemma (Aug 2007) DVD02,✅,veritas,,,https://veritaspub.com/product/2007-08-the-human-dilemma-aug-2007/,,,,,
155,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,The Human Dilemma (Aug 2007) DVD03,lecture,2007,08,DVD,Part 3,True,https://veritaspub.com/product/2007-08-the-human-dilemma-aug-2007/,,LS200705_3,The Human Dilemma (Aug 2007) DVD03,✅,veritas,,,https://veritaspub.com/product/2007-08-the-human-dilemma-aug-2007/,,,,,
156,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,A Review of the Work (Sep 2007) DVD01,lecture,2007,09,DVD,Part 1,True,https://veritaspub.com/product/2007-09-a-review-of-the-work/,,LS200706_1,A Review of the Work (Sep 2007) DVD01,✅,veritas,,,https://veritaspub.com/product/2007-09-a-review-of-the-work/,,,,,
157,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,A Review of the Work (Sep 2007) DVD02,lecture,2007,09,DVD,Part 2,True,https://veritaspub.com/product/2007-09-a-review-of-the-work/,,LS200706_2,A Review of the Work (Sep 2007) DVD02,✅,veritas,,,https://veritaspub.com/product/2007-09-a-review-of-the-work/,,,,,
158,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,A Review of the Work (Sep 2007) DVD03,lecture,2007,09,DVD,Part 3,True,https://veritaspub.com/product/2007-09-a-review-of-the-work/,,LS200706_3,A Review of the Work (Sep 2007) DVD03,✅,veritas,,,https://veritaspub.com/product/2007-09-a-review-of-the-work/,,,,,
159,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Creation vs Evolution (Oct 2007) DVD01,lecture,2007,10,DVD,Part 1,True,https://veritaspub.com/product/2007-10-creation-vs-evolution-2007-oct/,,LS200707_1,Creation vs Evolution (Oct 2007) DVD01,✅,veritas,,,https://veritaspub.com/product/2007-10-creation-vs-evolution-2007-oct/,,,,,
160,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Creation vs Evolution (Oct 2007) DVD02,lecture,2007,10,DVD,Part 2,True,https://veritaspub.com/product/2007-10-creation-vs-evolution-2007-oct/,,LS200707_2,Creation vs Evolution (Oct 2007) DVD02,✅,veritas,,,https://veritaspub.com/product/2007-10-creation-vs-evolution-2007-oct/,,,,,
161,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Creation vs Evolution (Oct 2007) DVD03,lecture,2007,10,DVD,Part 3,True,https://veritaspub.com/product/2007-10-creation-vs-evolution-2007-oct/,,LS200707_3,Creation vs Evolution (Oct 2007) DVD03,✅,veritas,,,https://veritaspub.com/product/2007-10-creation-vs-evolution-2007-oct/,,,,,
162,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Spiritual Survival: Realization of Reality (Nov 2007) DVD01,lecture,2007,11,DVD,Part 1,True,https://veritaspub.com/product/2007-11-spiritual-survival-realization-of-reality-nov-2007/,,LS200708_1,Spiritual Survival: Realization of Reality (Nov 2007) DVD01,✅,veritas,,,https://veritaspub.com/product/2007-11-spiritual-survival-realization-of-reality-nov-2007/,,,,,
163,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Spiritual Survival: Realization of Reality (Nov 2007) DVD02,lecture,2007,11,DVD,Part 2,True,https://veritaspub.com/product/2007-11-spiritual-survival-realization-of-reality-nov-2007/,,LS200708_2,Spiritual Survival: Realization of Reality (Nov 2007) DVD02,✅,veritas,,,https://veritaspub.com/product/2007-11-spiritual-survival-realization-of-reality-nov-2007/,,,,,
164,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Spiritual Survival: Realization of Reality (Nov 2007) DVD03,lecture,2007,11,DVD,Part 3,True,https://veritaspub.com/product/2007-11-spiritual-survival-realization-of-reality-nov-2007/,,LS200708_3,Spiritual Survival: Realization of Reality (Nov 2007) DVD03,✅,veritas,,,https://veritaspub.com/product/2007-11-spiritual-survival-realization-of-reality-nov-2007/,,,,,
165,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Experiential Reality: The Mystic (Dec 2007) DVD01,lecture,2007,12,DVD,Part 1,True,https://veritaspub.com/product/2007-12-experiential-reality-the-mystic-dec-2007/,,LS200709_1,Experiential Reality: The Mystic (Dec 2007) DVD01,✅,veritas,,,https://veritaspub.com/product/2007-12-experiential-reality-the-mystic-dec-2007/,,,,,
166,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Experiential Reality: The Mystic (Dec 2007) DVD02,lecture,2007,12,DVD,Part 2,True,https://veritaspub.com/product/2007-12-experiential-reality-the-mystic-dec-2007/,,LS200709_2,Experiential Reality: The Mystic (Dec 2007) DVD02,✅,veritas,,,https://veritaspub.com/product/2007-12-experiential-reality-the-mystic-dec-2007/,,,,,
167,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Experiential Reality: The Mystic (Dec 2007) DVD03,lecture,2007,12,DVD,Part 3,True,https://veritaspub.com/product/2007-12-experiential-reality-the-mystic-dec-2007/,,LS200709_3,Experiential Reality: The Mystic (Dec 2007) DVD03,✅,veritas,,,https://veritaspub.com/product/2007-12-experiential-reality-the-mystic-dec-2007/,,,,,
168,series_context,Annual lecture-series heading.,,,,,,,,,,,,Series 2008: Advanced Spiritual Awareness,,,,,,,,,,
169,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,Spirituality: Reason and Faith (Jan 2008) DVD01,lecture,2008,01,DVD,Part 1,True,https://veritaspub.com/product/2008-01-spirituality-reason-and-faith-jan-2008/,,LS200801_1,Spirituality: Reason and Faith (Jan 2008) DVD01,✅,veritas,,,https://veritaspub.com/product/2008-01-spirituality-reason-and-faith-jan-2008/,,,,,
170,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,Spirituality: Reason and Faith (Jan 2008) DVD02,lecture,2008,01,DVD,Part 2,True,https://veritaspub.com/product/2008-01-spirituality-reason-and-faith-jan-2008/,,LS200801_2,Spirituality: Reason and Faith (Jan 2008) DVD02,✅,veritas,,,https://veritaspub.com/product/2008-01-spirituality-reason-and-faith-jan-2008/,,,,,
171,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,Spirituality: Reason and Faith (Jan 2008) DVD03,lecture,2008,01,DVD,Part 3,True,https://veritaspub.com/product/2008-01-spirituality-reason-and-faith-jan-2008/,,LS200801_3,Spirituality: Reason and Faith (Jan 2008) DVD03,✅,veritas,,,https://veritaspub.com/product/2008-01-spirituality-reason-and-faith-jan-2008/,,,,,
172,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,The Clear Pathway to Enlightenment (Mar 2008) DVD01,lecture,2008,03,DVD,Part 1,True,https://veritaspub.com/product/2008-03-the-clear-pathway-to-enlightenment-march-2008/,,LS200802_1,The Clear Pathway to Enlightenment (Mar 2008) DVD01,✅,veritas,,,https://veritaspub.com/product/2008-03-the-clear-pathway-to-enlightenment-march-2008/,,,,,
173,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,The Clear Pathway to Enlightenment (Mar 2008) DVD02,lecture,2008,03,DVD,Part 2,True,https://veritaspub.com/product/2008-03-the-clear-pathway-to-enlightenment-march-2008/,,LS200802_2,The Clear Pathway to Enlightenment (Mar 2008) DVD02,✅,veritas,,,https://veritaspub.com/product/2008-03-the-clear-pathway-to-enlightenment-march-2008/,,,,,
174,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,The Clear Pathway to Enlightenment (Mar 2008) DVD03,lecture,2008,03,DVD,Part 3,True,https://veritaspub.com/product/2008-03-the-clear-pathway-to-enlightenment-march-2008/,,LS200802_3,The Clear Pathway to Enlightenment (Mar 2008) DVD03,✅,veritas,,,https://veritaspub.com/product/2008-03-the-clear-pathway-to-enlightenment-march-2008/,,,,,
175,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,"Belief, Trust and Credibility (Jun 2008) DVD01",lecture,2008,06,DVD,Part 1,True,https://veritaspub.com/product/2008-06-belief-trust-and-credibility-june-2008/,,LS200803_1,"Belief, Trust and Credibility (Jun 2008) DVD01",✅,veritas,,,https://veritaspub.com/product/2008-06-belief-trust-and-credibility-june-2008/,,,,,
176,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,"Belief, Trust and Credibility (Jun 2008) DVD02",lecture,2008,06,DVD,Part 2,True,https://veritaspub.com/product/2008-06-belief-trust-and-credibility-june-2008/,,LS200803_2,"Belief, Trust and Credibility (Jun 2008) DVD02",✅,veritas,,,https://veritaspub.com/product/2008-06-belief-trust-and-credibility-june-2008/,,,,,
177,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,"Belief, Trust and Credibility (Jun 2008) DVD03",lecture,2008,06,DVD,Part 3,True,https://veritaspub.com/product/2008-06-belief-trust-and-credibility-june-2008/,,LS200803_3,"Belief, Trust and Credibility (Jun 2008) DVD03",✅,veritas,,,https://veritaspub.com/product/2008-06-belief-trust-and-credibility-june-2008/,,,,,
178,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,"Overcoming Doubt, Skepticism & Disbelief (Aug 2008) DVD01",lecture,2008,08,DVD,Part 1,True,https://veritaspub.com/product/2008-08-overcoming-doubt-skepticism-disbelief-aug-2008/,,LS200804_1,"Overcoming Doubt, Skepticism & Disbelief (Aug 2008) DVD01",✅,veritas,,,https://veritaspub.com/product/2008-08-overcoming-doubt-skepticism-disbelief-aug-2008/,,,,,
179,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,"Overcoming Doubt, Skepticism & Disbelief (Aug 2008) DVD02",lecture,2008,08,DVD,Part 2,True,https://veritaspub.com/product/2008-08-overcoming-doubt-skepticism-disbelief-aug-2008/,,LS200804_2,"Overcoming Doubt, Skepticism & Disbelief (Aug 2008) DVD02",✅,veritas,,,https://veritaspub.com/product/2008-08-overcoming-doubt-skepticism-disbelief-aug-2008/,,,,,
180,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,"Overcoming Doubt, Skepticism & Disbelief (Aug 2008) DVD03",lecture,2008,08,DVD,Part 3,True,https://veritaspub.com/product/2008-08-overcoming-doubt-skepticism-disbelief-aug-2008/,,LS200804_3,"Overcoming Doubt, Skepticism & Disbelief (Aug 2008) DVD03",✅,veritas,,,https://veritaspub.com/product/2008-08-overcoming-doubt-skepticism-disbelief-aug-2008/,,,,,
181,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,Practical Spirituality (Oct 2008) DVD01,lecture,2008,10,DVD,Part 1,True,https://veritaspub.com/product/2008-10-practical-spirituality-oct-2008/,,LS200805_1,Practical Spirituality (Oct 2008) DVD01,✅,veritas,,,https://veritaspub.com/product/2008-10-practical-spirituality-oct-2008/,,,,,
182,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,Practical Spirituality (Oct 2008) DVD02,lecture,2008,10,DVD,Part 2,True,https://veritaspub.com/product/2008-10-practical-spirituality-oct-2008/,,LS200805_2,Practical Spirituality (Oct 2008) DVD02,✅,veritas,,,https://veritaspub.com/product/2008-10-practical-spirituality-oct-2008/,,,,,
183,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,Practical Spirituality (Oct 2008) DVD03,lecture,2008,10,DVD,Part 3,True,https://veritaspub.com/product/2008-10-practical-spirituality-oct-2008/,,LS200805_3,Practical Spirituality (Oct 2008) DVD03,✅,veritas,,,https://veritaspub.com/product/2008-10-practical-spirituality-oct-2008/,,,,,
184,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,Freedom: Morality and Ethics (Nov 2008) DVD01,lecture,2008,11,DVD,Part 1,True,https://veritaspub.com/product/2008-11-freedom-morality-and-ethics-nov-2008/,,LS200806_1,Freedom: Morality and Ethics (Nov 2008) DVD01,✅,veritas,,,https://veritaspub.com/product/2008-11-freedom-morality-and-ethics-nov-2008/,,,,,
185,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,Freedom: Morality and Ethics (Nov 2008) DVD02,lecture,2008,11,DVD,Part 2,True,https://veritaspub.com/product/2008-11-freedom-morality-and-ethics-nov-2008/,,LS200806_2,Freedom: Morality and Ethics (Nov 2008) DVD02,✅,veritas,,,https://veritaspub.com/product/2008-11-freedom-morality-and-ethics-nov-2008/,,,,,
186,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,Freedom: Morality and Ethics (Nov 2008) DVD03,lecture,2008,11,DVD,Part 3,True,https://veritaspub.com/product/2008-11-freedom-morality-and-ethics-nov-2008/,,LS200806_3,Freedom: Morality and Ethics (Nov 2008) DVD03,✅,veritas,,,https://veritaspub.com/product/2008-11-freedom-morality-and-ethics-nov-2008/,,,,,
187,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,A Unique Sedona Seminar (Dec 2008) DVD01,lecture,2008,12,DVD,Part 1,True,https://veritaspub.com/product/2008-12-a-unique-sedona-seminar-dec-2008/,,LS200807_1,A Unique Sedona Seminar (Dec 2008) DVD01,✅,veritas,,,https://veritaspub.com/product/2008-12-a-unique-sedona-seminar-dec-2008/,,,,,
188,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,A Unique Sedona Seminar (Dec 2008) DVD02,lecture,2008,12,DVD,Part 2,True,https://veritaspub.com/product/2008-12-a-unique-sedona-seminar-dec-2008/,,LS200807_2,A Unique Sedona Seminar (Dec 2008) DVD02,✅,veritas,,,https://veritaspub.com/product/2008-12-a-unique-sedona-seminar-dec-2008/,,,,,
189,item,Item candidate indicated by ownership status and/or legacy tempid.,Advanced Spiritual Awareness,A Unique Sedona Seminar (Dec 2008) DVD03,lecture,2008,12,DVD,Part 3,True,https://veritaspub.com/product/2008-12-a-unique-sedona-seminar-dec-2008/,,LS200807_3,A Unique Sedona Seminar (Dec 2008) DVD03,✅,veritas,,,https://veritaspub.com/product/2008-12-a-unique-sedona-seminar-dec-2008/,,,,,
190,series_context,Annual lecture-series heading.,,,,,,,,,,,,Series 2009: In the World but Not of It,,,,,,,,,,
191,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,What is the World? (Feb 2009) DVD01,lecture,2009,02,DVD,Part 1,True,https://veritaspub.com/product/2009-02-what-is-the-world-february-2009/,,LS200901_1,What is the World? (Feb 2009) DVD01,✅,veritas,,,https://veritaspub.com/product/2009-02-what-is-the-world-february-2009/,,,,,
192,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,What is the World? (Feb 2009) DVD02,lecture,2009,02,DVD,Part 2,True,https://veritaspub.com/product/2009-02-what-is-the-world-february-2009/,,LS200901_2,What is the World? (Feb 2009) DVD02,✅,veritas,,,https://veritaspub.com/product/2009-02-what-is-the-world-february-2009/,,,,,
193,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,What is the World? (Feb 2009) DVD03,lecture,2009,02,DVD,Part 3,True,https://veritaspub.com/product/2009-02-what-is-the-world-february-2009/,,LS200901_3,What is the World? (Feb 2009) DVD03,✅,veritas,,,https://veritaspub.com/product/2009-02-what-is-the-world-february-2009/,,,,,
194,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,Happiness (Apr 2009) DVD01,lecture,2009,04,DVD,Part 1,True,https://veritaspub.com/product/2009-04-happiness-april-2009/,,LS200902_1,Happiness (Apr 2009) DVD01,✅,veritas,,,https://veritaspub.com/product/2009-04-happiness-april-2009/,,,,,
195,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,Happiness (Apr 2009) DVD02,lecture,2009,04,DVD,Part 2,True,https://veritaspub.com/product/2009-04-happiness-april-2009/,,LS200902_2,Happiness (Apr 2009) DVD02,✅,veritas,,,https://veritaspub.com/product/2009-04-happiness-april-2009/,,,,,
196,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,Happiness (Apr 2009) DVD03,lecture,2009,04,DVD,Part 3,True,https://veritaspub.com/product/2009-04-happiness-april-2009/,,LS200902_3,Happiness (Apr 2009) DVD03,✅,veritas,,,https://veritaspub.com/product/2009-04-happiness-april-2009/,,,,,
197,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,Peace (Aug 2009) DVD01,lecture,2009,08,DVD,Part 1,True,https://veritaspub.com/product/2009-08-peace-august-2009/,,LS200903_1,Peace (Aug 2009) DVD01,✅,veritas,,,https://veritaspub.com/product/2009-08-peace-august-2009/,,,,,
198,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,Peace (Aug 2009) DVD02,lecture,2009,08,DVD,Part 2,True,https://veritaspub.com/product/2009-08-peace-august-2009/,,LS200903_2,Peace (Aug 2009) DVD02,✅,veritas,,,https://veritaspub.com/product/2009-08-peace-august-2009/,,,,,
199,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,Peace (Aug 2009) DVD03,lecture,2009,08,DVD,Part 3,True,https://veritaspub.com/product/2009-08-peace-august-2009/,,LS200903_3,Peace (Aug 2009) DVD03,✅,veritas,,,https://veritaspub.com/product/2009-08-peace-august-2009/,,,,,
200,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,Success (Oct 2009) DVD01,lecture,2009,10,DVD,Part 1,True,https://veritaspub.com/product/2009-10-success-october-2009/,,LS200904_1,Success (Oct 2009) DVD01,✅,veritas,,,https://veritaspub.com/product/2009-10-success-october-2009/,,,,,
201,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,Success (Oct 2009) DVD02,lecture,2009,10,DVD,Part 2,True,https://veritaspub.com/product/2009-10-success-october-2009/,,LS200904_2,Success (Oct 2009) DVD02,✅,veritas,,,https://veritaspub.com/product/2009-10-success-october-2009/,,,,,
202,item,Item candidate indicated by ownership status and/or legacy tempid.,In the World but Not of It,Success (Oct 2009) DVD03,lecture,2009,10,DVD,Part 3,True,https://veritaspub.com/product/2009-10-success-october-2009/,,LS200904_3,Success (Oct 2009) DVD03,✅,veritas,,,https://veritaspub.com/product/2009-10-success-october-2009/,,,,,
203,series_context,Annual lecture-series heading.,,,,,,,,,,,,Series 2010: Practical Spirituality,,,,,,,,,,
204,item,Item candidate indicated by ownership status and/or legacy tempid.,Practical Spirituality,Handling Spiritual Challenges (Apr 2010) DVD01,lecture,2010,04,DVD,Part 1,True,https://veritaspub.com/product/2010-04-handling-spiritual-challenges-april-2010/,,LS201001_1,Handling Spiritual Challenges (Apr 2010) DVD01,✅,veritas,,,https://veritaspub.com/product/2010-04-handling-spiritual-challenges-april-2010/,,,,,
205,item,Item candidate indicated by ownership status and/or legacy tempid.,Practical Spirituality,Handling Spiritual Challenges (Apr 2010) DVD02,lecture,2010,04,DVD,Part 2,True,https://veritaspub.com/product/2010-04-handling-spiritual-challenges-april-2010/,,LS201001_2,Handling Spiritual Challenges (Apr 2010) DVD02,✅,veritas,,,https://veritaspub.com/product/2010-04-handling-spiritual-challenges-april-2010/,,,,,
206,item,Item candidate indicated by ownership status and/or legacy tempid.,Practical Spirituality,Handling Spiritual Challenges (Apr 2010) DVD03,lecture,2010,04,DVD,Part 3,True,https://veritaspub.com/product/2010-04-handling-spiritual-challenges-april-2010/,,LS201001_3,Handling Spiritual Challenges (Apr 2010) DVD03,✅,veritas,,,https://veritaspub.com/product/2010-04-handling-spiritual-challenges-april-2010/,,,,,
207,item,Item candidate indicated by ownership status and/or legacy tempid.,Practical Spirituality,Spiritual Life In Today's World (Oct 2010) DVD01,lecture,2010,10,DVD,Part 1,True,https://veritaspub.com/product/2010-10-spiritual-life-in-todays-world-oct-2010/,,LS201002_1,Spiritual Life In Today's World (Oct 2010) DVD01,✅,veritas,,,https://veritaspub.com/product/2010-10-spiritual-life-in-todays-world-oct-2010/,,,,,
208,item,Item candidate indicated by ownership status and/or legacy tempid.,Practical Spirituality,Spiritual Life In Today's World (Oct 2010) DVD02,lecture,2010,10,DVD,Part 2,True,https://veritaspub.com/product/2010-10-spiritual-life-in-todays-world-oct-2010/,,LS201002_2,Spiritual Life In Today's World (Oct 2010) DVD02,✅,veritas,,,https://veritaspub.com/product/2010-10-spiritual-life-in-todays-world-oct-2010/,,,,,
209,item,Item candidate indicated by ownership status and/or legacy tempid.,Practical Spirituality,Spiritual Life In Today's World (Oct 2010) DVD03,lecture,2010,10,DVD,Part 3,True,https://veritaspub.com/product/2010-10-spiritual-life-in-todays-world-oct-2010/,,LS201002_3,Spiritual Life In Today's World (Oct 2010) DVD03,✅,veritas,,,https://veritaspub.com/product/2010-10-spiritual-life-in-todays-world-oct-2010/,,,,,
210,series_context,Annual lecture-series heading.,,,,,,,,,,,,Series 2011: Love & Spiritual Seeker Qualities,,,,,,,,,,
211,item,Item candidate indicated by ownership status and/or legacy tempid.,Love & Spiritual Seeker Qualities,Most Valuable Qualities for a Spiritual Seeker (May 2011) DVD01,lecture,2011,05,DVD,Part 1,True,https://veritaspub.com/product/2011-05-most-valuable-qualities-for-a-spiritual-seeker-may-2011/,,LS201101_1,Most Valuable Qualities for a Spiritual Seeker (May 2011) DVD01,✅,veritas,,,https://veritaspub.com/product/2011-05-most-valuable-qualities-for-a-spiritual-seeker-may-2011/,,,,,
212,item,Item candidate indicated by ownership status and/or legacy tempid.,Love & Spiritual Seeker Qualities,Most Valuable Qualities for a Spiritual Seeker (May 2011) DVD02,lecture,2011,05,DVD,Part 2,True,https://veritaspub.com/product/2011-05-most-valuable-qualities-for-a-spiritual-seeker-may-2011/,,LS201101_2,Most Valuable Qualities for a Spiritual Seeker (May 2011) DVD02,✅,veritas,,,https://veritaspub.com/product/2011-05-most-valuable-qualities-for-a-spiritual-seeker-may-2011/,,,,,
213,item,Item candidate indicated by ownership status and/or legacy tempid.,Love & Spiritual Seeker Qualities,Most Valuable Qualities for a Spiritual Seeker (May 2011) DVD03,lecture,2011,05,DVD,Part 3,True,https://veritaspub.com/product/2011-05-most-valuable-qualities-for-a-spiritual-seeker-may-2011/,,LS201101_3,Most Valuable Qualities for a Spiritual Seeker (May 2011) DVD03,✅,veritas,,,https://veritaspub.com/product/2011-05-most-valuable-qualities-for-a-spiritual-seeker-may-2011/,,,,,
214,item,Item candidate indicated by ownership status and/or legacy tempid.,Love & Spiritual Seeker Qualities,Love (Sep 2011) DVD01,lecture,2011,09,DVD,Part 1,True,https://veritaspub.com/product/2011-09-love-sept-2011/,,LS201102_1,Love (Sep 2011) DVD01,✅,veritas,,,https://veritaspub.com/product/2011-09-love-sept-2011/,,,,,
215,item,Item candidate indicated by ownership status and/or legacy tempid.,Love & Spiritual Seeker Qualities,Love (Sep 2011) DVD02,lecture,2011,09,DVD,Part 2,True,https://veritaspub.com/product/2011-09-love-sept-2011/,,LS201102_2,Love (Sep 2011) DVD02,✅,veritas,,,https://veritaspub.com/product/2011-09-love-sept-2011/,,,,,
216,item,Item candidate indicated by ownership status and/or legacy tempid.,Love & Spiritual Seeker Qualities,Love (Sep 2011) DVD03,lecture,2011,09,DVD,Part 3,True,https://veritaspub.com/product/2011-09-love-sept-2011/,,LS201102_3,Love (Sep 2011) DVD03,✅,veritas,,,https://veritaspub.com/product/2011-09-love-sept-2011/,,,,,
217,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
218,item,Item candidate indicated by ownership status and/or legacy tempid. Owner approved placement in Satsang Series on 2026-08-03; official Veritas taxonomy files the Q&A sessions under Satsang.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Satsang Series,Question/Answer Session (Jan 2011),lecture,2011,,,,True,https://veritaspub.com/product/2011-01-question-answer-session-jan-2011/,,SAT2011Q01,Q&A Session (Jan 2011),✅,veritas,,,https://veritaspub.com/product/2011-01-question-answer-session-jan-2011/,,,,,
219,item,Item candidate indicated by ownership status and/or legacy tempid. Owner approved placement in Satsang Series on 2026-08-03; official Veritas taxonomy files the Q&A sessions under Satsang.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Satsang Series,Question/Answer Session (Mar 2011),lecture,2011,,,,True,https://veritaspub.com/product/2011-03-question-and-answer-session-march-2011/,,SAT2011Q02,Q&A Session (Mar 2011),✅,veritas,,,https://veritaspub.com/product/2011-03-question-and-answer-session-march-2011/,,,,,
220,item,Item candidate indicated by ownership status and/or legacy tempid. Owner approved placement in Satsang Series on 2026-08-03; official Veritas taxonomy files the Q&A sessions under Satsang.; title aligned to official Veritas listing (distributor-naming audit 2026-08-07),Satsang Series,Question/Answer Session (Jul 2011),lecture,2011,,,,True,https://veritaspub.com/product/2011-07-question-and-answer-session-july-2011/,,SAT2011Q03,Q&A Session (Jul 2011),✅,veritas,,,https://veritaspub.com/product/2011-07-question-and-answer-session-july-2011/,,,,,
221,blank_separator,Empty visual separator row.,,,,,,,,,,,,,,,,,,,,,,
222,series_context,Collection/category heading.,,,,,,,,,,,,VOLUME SERIES https://veritaspub.com/volume-series/,,,,,,,,,,
